,alcohol,fixedacidity,pH,volatileacidity,freesulfurdioxide,totalsulfurdioxide,residualsugar,type,cat
1864,10.5,7.1,3.43,0.25,25.0,122.0,2.4,0,1
1865,10.2,7.6,3.12,0.36,28.0,142.0,8.3,0,1
1866,9.8,7.6,3.34,0.27,45.0,199.0,13.9,0,1
1867,11.6,6.9,3.1,0.37,34.0,137.0,13.8,0,1
1868,11.8,7.4,3.15,0.21,41.0,144.0,7.3,0,2
1869,10.1,8.2,3.04,0.18,41.0,140.0,8.5,0,2
1870,10.3,6.3,3.31,0.19,35.0,163.0,1.8,0,1
1871,10.4,7.0,3.34,0.21,38.0,168.0,5.1,0,1
1872,8.9,5.8,3.09,0.33,26.0,166.0,16.05,0,1
1873,8.9,5.8,3.09,0.33,26.0,166.0,16.05,0,1
1874,10.8,7.9,3.06,0.29,37.0,154.0,7.35,0,1
1875,9.2,6.6,3.38,0.31,16.0,165.0,16.05,0,1
1876,9.6,8.0,3.18,0.19,48.0,140.0,2.0,0,1
1877,10.4,8.0,3.08,0.2,21.0,78.0,1.2,0,1
1878,8.7,8.0,3.03,0.25,41.0,248.0,14.0,0,1
1879,9.2,7.2,3.06,0.2,14.0,103.0,16.2,0,1
1880,9.2,7.7,3.18,0.3,45.0,213.0,14.3,0,1
1881,9.2,7.2,3.06,0.2,14.0,103.0,16.2,0,1
1882,9.2,7.7,3.18,0.3,45.0,213.0,14.3,0,1
1883,9.2,7.7,3.18,0.3,45.0,213.0,14.3,0,1
1884,10.2,6.4,3.4,0.22,34.0,124.0,7.9,0,1
1885,9.2,7.2,3.06,0.2,14.0,103.0,16.2,0,1
1886,9.0,7.0,3.2,0.53,39.0,107.0,1.0,0,1
1887,9.7,7.3,3.37,0.24,41.0,178.0,13.6,0,1
1888,9.6,7.2,3.34,0.24,50.0,185.0,17.85,0,1
1889,10.0,7.6,3.14,0.15,24.0,112.0,1.3,0,1
1890,9.2,7.7,3.18,0.3,45.0,213.0,14.3,0,1
1891,9.1,7.6,3.18,0.33,44.0,197.0,13.7,0,1
1892,8.7,6.8,3.3,0.24,40.0,142.0,18.3,0,1
1893,8.7,6.8,3.3,0.24,40.0,142.0,18.3,0,1
1894,9.5,6.8,3.14,0.35,31.0,161.0,6.5,0,1
1895,9.5,7.9,2.93,0.26,73.0,212.0,10.3,0,1
1896,8.9,7.5,2.9,0.29,53.0,166.0,8.1,0,1
1897,8.9,7.5,2.9,0.29,53.0,166.0,8.1,0,1
1898,9.9,7.2,3.29,0.31,15.0,89.0,8.6,0,1
1899,12.6,6.7,3.29,0.44,41.0,104.0,1.9,0,2
1900,9.7,10.0,2.72,0.23,45.0,166.0,14.1,0,1
1901,10.4,7.4,2.96,0.21,14.0,118.0,7.9,0,1
1902,9.1,8.8,2.93,0.23,26.0,183.0,10.7,0,1
1903,10.4,7.8,3.01,0.34,25.0,106.0,1.2,0,1
1904,9.5,7.9,2.93,0.26,73.0,212.0,10.3,0,1
1905,8.9,7.5,2.9,0.29,53.0,166.0,8.1,0,1
1906,10.6,6.0,3.16,0.28,16.0,120.0,1.9,0,1
1907,12.0,7.9,3.12,0.37,64.0,158.0,2.7,0,2
1908,12.5,7.2,2.93,0.36,26.0,98.0,5.7,0,2
1909,9.6,7.6,3.21,0.13,40.0,126.0,9.3,0,1
1910,9.2,6.6,3.08,0.25,54.0,180.0,8.1,0,1
1911,9.9,7.1,3.04,0.18,20.0,71.0,1.3,0,1
1912,11.7,7.9,2.96,0.3,20.0,112.0,8.5,0,1
1913,9.6,8.3,3.09,0.23,21.0,153.0,2.1,0,1
1914,12.0,6.8,3.0,0.43,27.0,135.0,3.5,0,1
1915,12.5,7.2,2.93,0.36,26.0,98.0,5.7,0,2
1916,9.2,6.6,3.08,0.25,54.0,180.0,8.1,0,1
1917,9.9,7.1,3.04,0.18,20.0,71.0,1.3,0,1
1918,8.9,6.6,3.17,0.35,54.0,177.0,14.4,0,1
1919,9.0,7.3,3.24,0.22,56.0,189.0,13.7,0,1
1920,10.2,8.1,3.03,0.26,52.5,158.0,11.1,0,2
1921,9.6,7.6,3.21,0.13,40.0,126.0,9.3,0,1
1922,9.4,7.0,3.29,0.12,27.0,127.0,4.9,0,1
1923,10.4,8.2,2.97,0.37,10.0,59.0,1.7,0,1
1924,10.4,7.6,3.15,0.26,6.0,106.0,1.6,0,0
1925,10.0,6.3,3.16,0.2,15.0,97.0,1.4,0,1
1926,10.0,6.3,3.16,0.22,14.0,96.0,1.4,0,1
1927,10.5,7.1,3.05,0.25,46.0,169.0,1.6,0,1
1928,11.4,7.0,3.23,0.27,47.0,193.0,6.8,0,1
1929,10.2,8.8,3.08,0.34,46.0,172.0,9.7,0,1
1930,10.4,9.2,3.04,0.27,49.0,228.0,10.5,0,1
1931,11.0,7.1,3.24,0.49,146.5,307.5,2.0,0,0
1932,10.1,9.2,2.89,0.71,15.0,93.0,6.2,0,1
1933,9.2,7.2,3.0,0.47,27.0,182.0,8.3,0,1
1934,10.3,6.8,3.23,0.28,25.0,87.0,1.6,0,1
1935,10.2,8.8,3.08,0.34,46.0,172.0,9.7,0,1
1936,10.4,9.2,3.04,0.27,49.0,228.0,10.5,0,1
1937,11.1,7.3,3.23,0.13,34.0,172.0,4.6,0,2
1938,9.9,7.2,3.33,0.16,27.0,84.0,1.2,0,1
1939,9.0,6.8,3.14,0.31,35.0,143.0,7.6,0,1
1940,8.6,8.3,2.93,0.36,35.0,256.0,15.0,0,1
1941,9.0,6.8,3.14,0.31,35.0,143.0,7.6,0,1
1942,8.6,8.3,2.93,0.36,35.0,256.0,15.0,0,1
1943,9.5,6.3,3.18,0.25,48.0,195.0,11.6,0,1
1944,9.0,6.0,3.02,0.45,61.0,197.0,1.1,0,1
1945,10.0,8.1,2.99,0.26,39.0,152.0,7.8,0,1
1946,9.0,6.4,3.6,0.22,57.0,158.0,12.0,0,1
1947,9.0,5.7,3.02,0.45,61.0,197.0,1.1,0,1
1948,10.2,7.2,3.34,0.19,37.0,135.0,1.4,0,2
1949,9.6,6.7,3.04,0.31,29.0,160.0,6.7,0,1
1950,9.7,8.0,2.96,0.25,49.0,219.0,17.2,0,1
1951,10.2,9.9,3.02,1.005,34.0,185.0,1.4,0,0
1952,13.0,8.1,3.01,0.31,29.0,142.0,8.2,0,2
1953,10.8,8.1,3.37,0.24,49.0,172.0,4.3,0,1
1954,9.7,8.0,2.96,0.25,49.0,219.0,17.2,0,1
1955,9.0,6.4,2.89,0.29,66.0,169.0,11.1,0,1
1956,9.9,7.2,3.37,0.15,16.0,63.0,1.1,0,1
1957,9.2,7.0,3.29,0.12,22.0,89.0,7.2,0,1
1958,8.7,7.4,2.96,0.32,53.0,238.0,16.6,0,1
1959,10.1,8.5,2.79,0.17,13.0,91.0,1.0,0,1
1960,10.1,8.5,2.79,0.17,13.0,91.0,1.0,0,1
1961,9.5,9.5,2.9,0.21,21.0,123.0,1.3,0,1
1962,9.9,8.2,3.17,0.21,11.0,99.0,1.4,0,1
1963,8.7,7.4,2.96,0.32,53.0,238.0,16.6,0,1
1964,9.0,6.8,3.19,0.31,50.0,173.0,6.9,0,1
1965,8.6,6.8,3.03,0.27,50.0,163.0,13.3,0,1
1966,10.5,7.4,3.12,0.21,13.0,114.0,8.1,0,1
1967,9.5,8.0,3.09,0.23,53.0,186.0,9.2,0,2
1968,10.1,7.6,3.43,0.2,41.0,142.0,1.4,0,1
1969,11.7,6.3,3.53,0.41,49.0,164.0,3.2,0,2
1970,10.7,8.3,3.23,0.49,32.0,116.0,2.5,0,1
1971,11.7,6.3,3.53,0.41,49.0,164.0,3.2,0,2
1972,9.2,7.6,3.15,0.2,37.0,133.0,4.5,0,1
1973,8.8,7.5,3.17,0.26,33.0,139.0,18.35,0,1
1974,8.8,7.5,3.17,0.26,33.0,139.0,18.35,0,1
1975,9.5,6.8,3.24,0.27,76.0,197.0,7.8,0,1
1976,10.2,6.8,3.57,0.28,35.0,208.0,7.0,0,1
1977,9.1,8.4,3.25,0.2,30.0,143.0,6.3,0,1
1978,10.5,7.9,3.19,0.33,23.0,103.0,1.2,0,1
1979,9.0,7.5,3.09,0.38,57.0,184.0,12.8,0,1
1980,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1981,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1982,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1983,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1984,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1985,9.1,8.1,3.2,0.19,48.0,181.0,16.65,0,1
1986,10.1,7.6,3.2,0.16,27.0,151.0,1.9,0,1
1987,10.0,8.1,3.12,0.22,57.0,176.0,7.7,0,1
1988,9.5,8.0,3.11,0.22,63.0,201.0,10.4,0,1
1989,12.3,7.1,3.08,0.33,30.0,102.0,3.3,0,2
1990,9.1,6.4,3.24,0.43,5.0,110.0,1.1,0,0
1991,8.9,7.6,3.14,0.2,53.0,212.5,14.2,0,2
1992,9.6,7.0,3.5,0.12,17.0,103.0,6.3,0,1
1993,11.6,7.4,3.13,0.3,33.0,180.0,5.25,0,1
1994,8.8,7.0,3.34,0.28,47.0,168.0,14.6,0,1
1995,8.9,8.4,3.34,0.2,51.0,170.0,11.8,0,1
1996,8.8,7.0,3.34,0.28,47.0,168.0,14.6,0,1
1997,8.9,8.4,3.34,0.2,51.0,170.0,11.8,0,1
1998,8.9,8.4,3.34,0.2,51.0,170.0,11.8,0,1
1999,9.0,7.3,3.13,0.18,32.0,197.0,17.3,0,1
2000,10.0,6.8,3.19,0.31,56.0,145.0,1.4,0,1
2001,10.0,6.7,3.18,0.31,58.0,147.0,1.3,0,1
2002,11.1,7.6,3.36,0.17,43.0,154.0,1.6,0,1
2003,11.6,7.4,3.13,0.3,33.0,180.0,5.25,0,1
2004,10.6,7.4,3.42,0.26,58.0,178.0,2.4,0,1
2005,8.8,7.0,3.34,0.28,47.0,168.0,14.6,0,1
2006,8.9,8.4,3.34,0.2,51.0,170.0,11.8,0,1
2007,10.1,5.6,3.34,0.18,16.0,84.0,1.5,0,1
2008,10.0,7.2,3.52,0.15,21.0,159.0,1.8,0,1
2009,12.2,8.0,3.18,0.4,27.0,98.0,7.7,0,2
2010,11.0,7.0,3.23,0.25,20.0,95.0,2.0,0,1
2011,10.0,7.2,3.52,0.15,21.0,159.0,1.8,0,1
2012,11.1,6.8,3.37,0.18,37.0,160.0,1.4,0,1
2013,10.4,6.6,3.22,0.32,38.0,133.0,16.7,0,1
2014,11.8,9.0,2.94,0.55,14.0,71.0,8.1,0,1
2015,10.8,6.9,3.11,0.19,22.0,84.0,8.0,0,1
2016,12.5,6.3,3.3,0.41,28.0,110.0,4.7,0,2
2017,11.8,9.0,2.94,0.55,14.0,71.0,8.1,0,1
2018,11.6,7.0,3.25,0.2,12.0,136.0,2.1,0,2
2019,10.4,6.6,3.22,0.32,38.0,133.0,16.7,0,1
2020,11.5,7.7,3.19,0.26,36.0,163.0,6.4,0,1
2021,10.1,6.3,3.23,0.21,46.0,142.0,1.5,0,1
2022,9.2,7.6,3.11,0.34,45.0,215.0,7.6,0,1
2023,10.1,6.3,3.23,0.21,46.0,142.0,1.5,0,1
2024,9.2,8.0,3.07,0.43,29.0,190.0,12.4,0,1
2025,8.9,7.5,3.08,0.3,44.0,149.0,1.3,0,1
2026,10.1,6.4,3.09,0.26,5.0,60.0,1.7,0,1
2027,8.9,6.9,3.13,0.32,51.0,180.0,8.1,0,1
2028,9.7,8.9,3.1,0.21,33.0,150.0,7.1,0,1
2029,9.2,7.6,3.11,0.34,45.0,215.0,7.6,0,1
2030,11.0,9.5,3.06,0.42,22.0,145.0,2.3,0,1
2031,10.7,7.6,3.14,0.29,32.0,160.0,6.5,0,1
2032,10.8,6.5,3.24,0.25,29.0,101.0,1.4,0,1
2033,9.8,7.2,3.41,0.23,50.0,183.0,12.7,0,1
2034,11.0,7.9,3.25,0.35,11.0,124.0,1.6,0,1
2035,10.4,8.8,2.97,0.2,18.0,72.0,1.1,0,1
2036,10.2,5.7,3.8,0.27,20.0,155.0,1.2,0,1
2037,10.7,7.6,3.14,0.29,32.0,160.0,6.5,0,1
2038,9.0,5.5,3.34,0.14,22.0,104.0,4.6,0,1
2039,10.6,8.7,3.08,0.24,11.0,71.0,0.6,0,1
2040,9.5,6.7,3.22,0.3,56.0,212.0,10.6,0,1
2041,9.0,5.5,3.34,0.14,22.0,104.0,4.6,0,1
2042,9.2,5.6,3.34,0.13,22.0,104.0,4.8,0,1
2043,11.0,7.4,2.97,0.18,30.0,107.0,2.7,0,1
2044,9.9,5.7,3.28,0.385,22.0,115.0,12.6,0,1
2045,10.6,8.7,3.08,0.24,11.0,71.0,0.6,0,1
2046,9.3,8.3,3.38,0.33,22.0,126.0,9.2,0,1
2047,9.6,6.8,3.14,0.34,28.0,156.0,6.6,0,1
2048,9.5,6.8,3.14,0.33,29.0,155.0,7.0,0,1
2049,9.7,6.3,3.39,0.28,32.0,172.0,8.45,0,2
2050,9.7,11.8,2.93,0.23,15.0,123.0,11.1,0,0
2051,8.7,6.8,3.3,0.21,41.0,146.0,18.15,0,1
2052,8.7,6.8,3.3,0.21,41.0,146.0,18.15,0,1
2053,12.4,8.6,3.01,0.485,19.0,101.0,4.1,0,1
2054,12.4,8.6,3.01,0.485,19.0,101.0,4.1,0,1
2055,10.6,7.3,3.07,0.29,27.0,155.0,4.6,0,1
2056,8.7,6.8,3.3,0.21,41.0,146.0,18.15,0,1
2057,12.0,6.7,3.36,0.31,20.0,151.0,4.9,0,2
2058,9.0,7.3,3.12,0.29,45.0,227.0,8.3,0,1
2059,8.8,5.7,3.13,0.46,31.0,169.0,1.4,0,1
2060,9.5,6.8,3.22,0.28,58.0,223.0,11.5,0,1
2061,10.8,6.7,3.32,0.23,23.0,96.0,1.8,0,1
2062,11.4,6.9,3.16,0.17,34.0,132.0,1.6,0,1
2063,10.3,7.6,3.6,0.18,38.0,123.0,2.4,0,1
2064,9.5,6.6,3.3,0.22,51.0,180.0,4.9,0,1
2065,9.9,7.8,3.15,0.27,21.0,127.0,1.8,0,1
2066,10.2,7.7,3.16,0.28,25.0,142.0,4.3,0,1
2067,10.2,7.6,3.16,0.29,26.0,146.0,4.4,0,1
2068,11.0,5.7,3.44,0.32,26.0,104.0,1.4,0,1
2069,12.1,7.1,3.22,0.33,25.0,126.0,1.6,0,2
2070,9.1,7.3,3.26,0.34,25.0,173.0,1.3,0,1
2071,9.5,6.5,3.26,0.19,31.0,140.0,5.2,0,1
2072,9.5,6.6,3.27,0.23,43.0,164.0,5.6,0,1
2073,9.8,6.6,3.31,0.27,57.0,189.0,5.3,0,1
2074,9.5,6.6,3.3,0.22,51.0,180.0,4.9,0,1
2075,10.3,7.6,3.6,0.18,38.0,123.0,2.4,0,1
2076,9.6,6.8,3.3,0.36,10.0,124.0,1.6,0,1
2077,10.2,7.0,3.52,0.22,39.0,198.0,2.1,0,1
2078,10.5,5.9,3.68,0.17,25.0,119.0,1.4,0,1
2079,10.4,7.4,3.32,0.45,17.0,117.0,7.1,0,0
2080,9.6,6.8,3.3,0.36,10.0,124.0,1.6,0,1
2081,10.7,7.5,3.22,0.42,18.0,95.0,10.7,0,1
2082,10.5,7.5,3.15,0.33,25.0,119.0,11.1,0,1
2083,10.6,9.4,2.85,0.3,14.0,111.0,10.7,0,1
2084,9.6,7.9,3.29,0.17,47.0,150.0,1.6,0,1
2085,9.6,7.9,3.29,0.17,47.0,150.0,1.6,0,1
2086,9.5,8.2,3.14,0.17,17.0,101.0,1.5,0,1
2087,9.4,8.3,3.12,0.17,48.0,153.0,1.5,0,1
2088,9.8,8.7,3.22,0.15,29.0,130.0,1.6,0,1
2089,9.6,7.9,3.29,0.17,47.0,150.0,1.6,0,1
2090,9.2,7.2,3.16,0.25,51.0,172.0,8.0,0,1
2091,9.5,7.2,3.17,0.24,53.0,176.0,7.7,0,1
2092,9.2,5.3,3.34,0.76,27.0,93.0,2.7,0,1
2093,9.4,6.6,2.94,0.22,22.0,136.0,15.1,0,1
2094,9.4,6.6,2.94,0.22,22.0,136.0,15.1,0,1
2095,9.3,8.4,3.4,0.28,33.0,146.0,8.9,0,1
2096,9.1,6.8,3.19,0.32,5.0,129.0,6.0,0,1
2097,9.5,6.7,3.36,0.24,31.0,145.0,12.3,0,1
2098,9.1,7.4,3.42,0.18,72.0,163.0,13.1,0,1
2099,10.6,6.0,3.63,0.16,43.0,153.0,6.7,0,1
2100,9.5,6.7,3.36,0.24,31.0,145.0,12.3,0,1
2101,12.4,6.8,3.19,0.28,16.0,85.0,2.3,0,1
2102,8.7,6.2,3.18,0.34,28.0,237.0,11.1,0,1
2103,8.8,6.0,3.12,0.27,35.0,128.0,1.5,0,1
2104,10.6,6.0,3.63,0.16,43.0,153.0,6.7,0,1
2105,9.1,6.8,3.19,0.32,5.0,129.0,6.0,0,1
2106,9.0,8.5,3.02,0.24,40.0,234.0,15.2,0,1
2107,10.3,8.1,3.16,0.24,46.0,141.0,10.2,0,1
2108,9.1,7.4,3.42,0.18,72.0,163.0,13.1,0,1
2109,9.5,7.7,3.12,0.23,59.0,186.0,10.7,0,1
2110,8.8,6.5,3.3,0.22,44.0,138.0,17.1,0,1
2111,8.8,6.5,3.3,0.22,44.0,138.0,17.1,0,1
2112,8.8,6.5,3.3,0.22,44.0,138.0,17.1,0,1
2113,9.9,5.7,3.38,0.33,20.0,93.0,1.9,0,1
2114,9.5,7.7,3.12,0.23,59.0,186.0,10.7,0,1
2115,8.8,6.5,3.3,0.22,44.0,138.0,17.1,0,1
2116,11.7,6.8,3.14,0.2,19.0,68.0,1.2,0,0
2117,10.8,7.7,3.21,0.26,26.0,117.0,1.2,0,1
2118,12.0,6.4,3.43,0.2,18.0,126.0,3.1,0,1
2119,10.3,8.0,3.2,0.16,14.0,122.0,1.5,0,0
2120,9.0,6.8,3.05,0.25,47.0,154.0,10.7,0,1
2121,12.2,7.7,3.19,0.39,36.0,109.0,4.9,0,2
2122,9.9,6.9,3.39,0.26,59.0,173.0,12.6,0,1
2123,9.0,6.8,3.05,0.25,47.0,154.0,10.7,0,1
2124,12.2,7.7,3.19,0.39,36.0,109.0,4.9,0,2
2125,10.1,6.0,3.2,0.28,42.0,163.0,12.15,0,1
2126,9.3,6.5,3.31,0.43,23.0,174.0,12.0,0,1
2127,9.5,9.1,3.1,0.33,50.5,344.0,1.7,0,1
2128,9.2,5.9,3.43,0.5,36.0,146.0,2.6,0,1
2129,11.7,6.8,3.27,0.28,15.0,115.0,1.4,0,1
2130,11.0,7.0,3.35,0.35,21.0,144.0,1.9,0,1
2131,9.6,7.1,3.37,0.22,49.0,158.0,16.9,0,1
2132,9.6,7.1,3.37,0.22,49.0,158.0,16.9,0,1
2133,11.9,8.3,2.99,0.24,22.0,162.0,2.1,0,1
2134,10.8,6.8,3.25,0.26,38.0,118.0,7.0,0,1
2135,10.1,7.2,3.38,0.16,41.0,224.0,7.1,0,1
2136,10.9,7.9,3.25,0.18,31.0,132.0,5.9,0,1
2137,10.1,7.2,3.38,0.16,41.0,224.0,7.1,0,1
2138,10.4,5.5,3.27,0.24,19.0,102.0,8.7,0,1
2139,9.2,7.1,3.05,0.33,12.0,105.0,13.2,0,1
2140,9.6,7.7,3.27,0.28,31.0,117.0,15.3,0,1
2141,9.6,7.7,3.27,0.28,31.0,117.0,15.3,0,1
2142,9.0,7.5,3.1,0.26,64.0,179.0,13.2,0,1
2143,11.5,6.5,3.4,0.14,18.0,89.0,2.7,0,2
2144,10.2,8.2,3.17,0.21,53.0,145.0,10.65,0,1
2145,9.9,7.2,3.4,0.2,49.0,165.0,10.0,0,1
2146,9.6,7.2,3.44,0.115,26.0,105.0,6.8,0,1
2147,10.6,6.4,3.1,0.29,20.0,142.0,15.6,0,1
2148,9.2,7.1,3.05,0.33,12.0,105.0,13.2,0,1
2149,11.8,6.8,3.24,0.24,31.0,99.0,5.1,0,1
2150,12.2,7.0,3.18,0.24,36.0,102.0,3.0,0,1
2151,9.6,7.7,3.27,0.28,31.0,117.0,15.3,0,1
2152,10.6,7.0,3.2,0.22,15.0,76.0,2.1,0,1
2153,10.3,7.5,3.27,0.18,23.0,91.0,1.9,0,1
2154,10.2,9.8,3.12,0.93,34.0,187.0,8.6,0,0
2155,10.7,7.8,3.11,0.29,33.0,181.0,8.75,0,1
2156,11.7,7.9,3.05,0.28,9.0,76.0,3.6,0,0
2157,12.0,8.5,3.01,0.25,31.0,92.0,4.7,0,1
2158,10.6,7.4,3.52,0.18,26.0,105.0,1.3,0,1
2159,12.2,6.3,3.3,0.24,6.0,61.0,1.8,0,0
2160,11.0,6.0,3.47,0.33,29.0,124.0,9.7,0,1
2161,12.4,6.8,3.23,0.37,29.0,79.0,4.0,0,2
2162,9.4,9.9,2.77,0.49,19.0,115.0,2.4,0,1
2163,12.0,8.5,3.01,0.25,31.0,92.0,4.7,0,1
2164,11.6,8.4,2.96,0.22,55.0,130.0,18.8,0,1
2165,9.4,7.0,3.18,0.35,15.0,162.0,1.8,0,1
2166,9.4,7.0,3.18,0.35,15.0,162.0,1.8,0,1
2167,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2168,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2169,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2170,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2171,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2172,9.2,6.9,3.23,0.32,11.0,117.0,7.8,0,1
2173,9.2,7.6,3.15,0.32,43.0,163.0,16.75,0,1
2174,9.1,7.4,3.14,0.19,48.5,229.0,12.8,0,2
2175,9.1,7.4,3.14,0.19,48.5,212.0,12.8,0,2
2176,9.2,6.9,3.23,0.32,11.0,117.0,7.8,0,1
2177,9.0,6.0,3.25,0.34,23.0,126.0,5.4,0,2
2178,9.2,7.6,3.15,0.32,43.0,163.0,16.75,0,1
2179,10.8,7.7,3.22,0.24,33.0,106.0,1.3,0,1
2180,9.5,8.0,3.4,0.36,29.0,146.0,10.1,0,1
2181,11.0,7.4,3.11,0.29,30.0,114.0,3.8,0,1
2182,10.0,6.6,3.24,0.32,37.0,146.0,10.9,0,1
2183,9.5,6.3,3.22,0.3,38.0,141.0,6.6,0,1
2184,10.1,6.4,3.29,0.33,29.0,109.0,9.8,0,1
2185,9.5,7.5,3.19,0.18,24.0,94.0,11.7,0,2
2186,9.5,6.5,3.08,0.39,14.0,74.0,1.2,0,1
2187,9.5,6.8,3.11,0.25,13.0,137.0,1.4,0,1
2188,9.4,6.4,3.35,0.18,24.0,90.0,9.6,0,1
2189,9.4,7.1,2.92,0.18,36.0,125.0,12.2,0,1
2190,12.7,7.6,3.31,0.27,29.0,110.0,2.6,0,1
2191,9.7,9.2,3.09,0.23,34.0,145.0,10.7,0,1
2192,9.7,7.9,3.27,0.28,31.0,153.0,4.9,0,1
2193,9.4,7.1,2.92,0.18,36.0,125.0,12.2,0,1
2194,9.4,6.4,3.35,0.18,24.0,90.0,9.6,0,1
2195,9.5,6.8,3.11,0.25,13.0,137.0,1.4,0,1
2196,11.7,7.0,3.1,0.22,20.0,71.0,1.1,0,1
2197,11.7,7.3,3.09,0.18,26.0,101.0,1.0,0,1
2198,9.7,7.1,3.16,0.26,53.0,187.0,8.2,0,1
2199,9.5,6.6,3.24,0.25,77.0,231.0,11.3,0,1
2200,9.1,6.4,3.25,0.24,31.0,157.0,7.3,0,1
2201,10.3,6.0,3.23,0.28,23.0,147.0,2.3,0,1
2202,9.7,7.1,3.16,0.26,53.0,187.0,8.2,0,1
2203,9.9,7.8,3.21,0.24,14.0,167.0,2.1,0,1
2204,9.9,7.6,3.22,0.27,19.0,175.0,2.0,0,1
2205,10.2,7.7,3.26,0.39,35.0,178.0,10.0,0,1
2206,12.1,8.9,3.0,0.24,16.0,132.0,15.75,0,1
2207,11.3,6.6,3.15,0.23,36.0,138.0,3.9,0,2
2208,11.4,7.1,3.19,0.26,13.0,128.0,2.0,0,1
2209,12.2,7.0,3.17,0.32,24.0,125.0,1.5,0,1
2210,9.9,7.4,3.18,0.24,53.0,150.0,1.6,0,2
2211,10.3,6.9,3.63,0.21,35.0,136.0,1.4,0,1
2212,12.2,7.0,3.17,0.32,24.0,125.0,1.5,0,1
2213,10.4,7.4,3.52,0.17,23.0,107.0,1.4,0,1
2214,11.4,7.1,3.19,0.26,13.0,128.0,2.0,0,1
2215,9.9,8.5,3.13,0.28,32.0,161.0,13.8,0,1
2216,10.0,7.8,3.32,0.3,16.0,96.0,1.3,0,1
2217,11.5,8.1,3.21,0.25,18.0,129.0,3.8,0,1
2218,10.5,7.7,3.44,0.28,29.0,163.0,6.9,0,1
2219,12.5,6.5,3.28,0.24,36.0,134.0,2.2,0,2
2220,10.5,7.0,2.98,0.22,40.0,120.0,1.6,0,1
2221,9.9,8.5,3.13,0.28,32.0,161.0,13.8,0,1
2222,11.4,8.0,3.06,0.45,25.0,157.0,10.8,0,2
2223,9.8,6.9,3.42,0.23,44.0,169.0,12.8,0,1
2224,11.4,8.0,3.06,0.45,25.0,157.0,10.8,0,2
2225,9.2,7.6,3.03,0.23,32.0,166.0,15.3,0,0
2226,8.9,7.7,3.08,0.28,60.0,177.0,12.1,0,1
2227,8.9,7.7,3.07,0.27,64.0,179.0,12.0,0,1
2228,9.5,7.1,2.92,0.2,45.0,124.0,11.6,0,2
2229,11.5,6.9,3.21,0.25,42.0,150.0,9.2,0,1
2230,9.5,7.1,2.92,0.2,45.0,124.0,11.6,0,2
2231,11.5,6.9,3.21,0.25,42.0,150.0,9.2,0,1
2232,9.5,8.4,2.96,0.2,16.0,89.0,2.8,0,1
2233,9.7,6.5,3.35,0.39,10.0,164.0,1.6,0,1
2234,9.7,7.2,3.17,0.23,20.0,90.0,6.1,0,1
2235,9.5,6.9,3.32,0.44,10.0,147.0,8.5,0,1
2236,9.4,7.1,3.16,0.28,48.0,184.0,7.8,0,1
2237,9.0,6.4,3.13,0.34,37.0,162.0,14.9,0,0
2238,10.6,6.1,3.6,0.15,39.0,151.0,6.2,0,1
2239,9.5,6.9,3.32,0.44,10.0,147.0,8.5,0,1
2240,9.1,7.2,3.16,0.29,41.0,180.0,8.2,0,1
2241,9.4,7.1,3.16,0.28,48.0,184.0,7.8,0,1
2242,8.8,6.1,3.05,0.23,49.0,169.0,10.6,0,1
2243,10.4,6.7,3.54,0.23,52.0,171.0,11.2,0,1
2244,8.9,7.0,3.13,0.36,35.0,228.0,11.6,0,1
2245,10.6,7.5,3.16,0.31,28.0,141.0,7.1,0,2
2246,9.0,6.4,3.13,0.34,37.0,162.0,14.9,0,0
2247,10.6,6.1,3.6,0.15,39.0,151.0,6.2,0,1
2248,10.6,7.4,3.28,0.2,16.0,100.0,1.7,0,1
2249,9.0,6.3,3.23,0.27,45.0,186.0,7.7,0,1
2250,8.8,9.2,3.08,0.34,46.0,235.0,17.3,0,1
2251,10.5,7.4,3.54,0.18,34.0,101.0,1.4,0,2
2252,9.5,7.2,3.16,0.29,51.0,174.0,7.7,0,1
2253,9.0,6.3,3.23,0.27,45.0,186.0,7.7,0,1
2254,10.4,6.2,3.14,0.26,47.0,172.0,3.4,0,1
2255,10.0,7.3,3.38,0.21,35.0,133.0,1.6,0,1
2256,10.4,7.1,2.97,0.14,24.0,128.0,1.4,0,1
2257,9.0,7.2,3.11,0.39,34.0,132.0,1.4,0,1
2258,9.3,7.6,3.24,0.48,57.0,205.0,10.4,0,1
2259,9.0,7.2,3.11,0.39,34.0,132.0,1.4,0,1
2260,9.3,7.6,3.24,0.48,57.0,205.0,10.4,0,1
2261,9.0,6.5,3.18,0.36,20.0,134.0,4.1,0,1
